Local time,Ask,Bid,AskVolume,BidVolume
06.06.2022 03:55:10.010 GMT+0200,12.064000000000002,12.036,0.018,0.018
06.06.2022 03:55:41.287 GMT+0200,12.044,12.026,0.018,0.018
06.06.2022 03:55:42.287 GMT+0200,12.033,12.017000000000001,0.018,0.018
06.06.2022 03:55:45.290 GMT+0200,12.043,11.997,0.018,0.018
06.06.2022 03:55:54.204 GMT+0200,12.033,12.017000000000001,0.018,0.018
06.06.2022 03:56:05.063 GMT+0200,12.043,11.997,0.018,0.018
06.06.2022 03:56:13.312 GMT+0200,12.024000000000001,12.006,0.018,0.018
06.06.2022 03:56:17.322 GMT+0200,12.023,11.997,0.018,0.018
06.06.2022 03:56:42.289 GMT+0200,12.043,12.017000000000001,0.018,0.018
06.06.2022 03:56:57.276 GMT+0200,12.044,12.026,0.018,0.018
06.06.2022 03:56:57.377 GMT+0200,12.054000000000002,12.036,0.018,0.018
06.06.2022 03:56:58.334 GMT+0200,12.063,12.017000000000001,0.018,0.018
06.06.2022 03:56:59.331 GMT+0200,12.063,12.037,0.018,0.018
06.06.2022 03:57:15.943 GMT+0200,12.043,12.027000000000001,0.018,0.018
06.06.2022 03:57:17.433 GMT+0200,12.043,12.017000000000001,0.018,0.018
06.06.2022 03:58:28.149 GMT+0200,12.024000000000001,12.006,0.018,0.018
06.06.2022 03:58:29.153 GMT+0200,12.023,11.997,0.018,0.018
06.06.2022 03:58:44.195 GMT+0200,12.014000000000001,11.995999999999999,0.018,0.018
06.06.2022 03:58:55.910 GMT+0200,12.003,11.987,0.018,0.018
06.06.2022 03:58:59.235 GMT+0200,12.004000000000001,11.975999999999999,0.018,0.018
06.06.2022 04:01:05.188 GMT+0200,12.013,11.997,0.018,0.018
06.06.2022 04:01:06.176 GMT+0200,12.023,11.997,0.018,0.018
06.06.2022 04:01:12.776 GMT+0200,12.023,11.977,0.018,0.018
06.06.2022 04:01:16.824 GMT+0200,12.003,11.987,0.018,0.018
06.06.2022 04:01:17.823 GMT+0200,12.023,11.977,0.018,0.018
06.06.2022 04:01:19.240 GMT+0200,12.004000000000001,11.985999999999999,0.018,0.018
06.06.2022 04:01:20.238 GMT+0200,12.023,11.977,0.018,0.018
06.06.2022 04:01:20.819 GMT+0200,12.003,11.987,0.018,0.018
06.06.2022 04:01:42.019 GMT+0200,12.003,11.977,0.018,0.018
06.06.2022 04:01:56.926 GMT+0200,11.984000000000002,11.966,0.018,0.018
06.06.2022 04:02:00.717 GMT+0200,11.993,11.977,0.018,0.018
